lead_id,created_at,demo_scheduled_at,delay_hours,priority,parent_timezone,rep_assigned,rep_shift,follow_up_attempts,demo_joined,demo_completed,converted,action
L101432,2026-06-30 17:36:00,2026-07-05 02:34:00,104.96666666666667,HIGH,Asia/Ho_Chi_Minh,AD-06,IST_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L102849,2026-07-28 00:38:00,2026-08-01 09:31:00,104.88333333333334,HIGH,Europe/London,AD-01,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102109,2026-06-20 14:41:00,2026-06-24 23:30:00,104.81666666666666,HIGH,Australia/Sydney,AD-08,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103929,2026-06-18 01:11:00,2026-06-22 09:59:00,104.8,HIGH,America/New_York,AD-06,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102416,2026-06-03 06:11:00,2026-06-07 14:47:00,104.6,HIGH,Europe/London,AD-12,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101884,2026-06-04 21:33:00,2026-06-09 06:05:00,104.53333333333333,HIGH,America/New_York,AD-04,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100913,2026-06-18 21:49:00,2026-06-23 06:10:00,104.35,HIGH,Asia/Riyadh,AD-03,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100106,2026-06-10 07:38:00,2026-06-14 15:54:00,104.26666666666667,HIGH,Asia/Kolkata,AD-01,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L104532,2026-07-24 02:30:00,2026-07-28 10:41:00,104.18333333333334,HIGH,Asia/Dubai,AD-04,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100422,2026-07-06 14:22:00,2026-07-10 22:29:00,104.11666666666666,HIGH,Australia/Sydney,AD-06,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L102462,2026-06-02 13:53:00,2026-06-06 21:57:00,104.06666666666666,HIGH,Asia/Dubai,AD-11,SEA_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103109,2026-06-23 22:41:00,2026-06-28 06:45:00,104.06666666666666,HIGH,Australia/Sydney,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104082,2026-06-03 19:43:00,2026-06-08 03:44:00,104.01666666666667,HIGH,Asia/Kolkata,AD-09,IST_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L104639,2026-07-27 10:33:00,2026-07-31 18:32:00,103.98333333333333,HIGH,Asia/Ho_Chi_Minh,AD-05,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100358,2026-06-24 20:08:00,2026-06-29 04:04:00,103.93333333333334,HIGH,Europe/London,AD-09,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102699,2026-07-21 16:25:00,2026-07-26 00:19:00,103.9,HIGH,Asia/Ho_Chi_Minh,AD-11,SEA_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102641,2026-06-12 22:36:00,2026-06-17 06:24:00,103.8,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102745,2026-07-20 02:03:00,2026-07-24 09:48:00,103.75,HIGH,Asia/Kolkata,AD-05,IST_SHIFT,9,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100786,2026-07-31 22:23:00,2026-08-05 06:04:00,103.68333333333334,HIGH,Asia/Dubai,AD-03,US_SHIFT,2,Y,N,N,Attempt to reschedule demo within 48h or escalate
L102359,2026-06-18 06:01:00,2026-06-22 13:40:00,103.65,HIGH,America/New_York,AD-01,US_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103924,2026-07-05 22:25:00,2026-07-10 06:03:00,103.63333333333334,HIGH,America/New_York,AD-06,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101237,2026-06-15 12:04:00,2026-06-19 19:31:00,103.45,HIGH,America/New_York,AD-05,IST_SHIFT,8,N,N,N,Attempt to reschedule demo within 48h or escalate
L102652,2026-06-04 17:41:00,2026-06-09 01:03:00,103.36666666666666,HIGH,America/New_York,AD-04,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L104759,2026-07-29 04:23:00,2026-08-02 11:44:00,103.35,HIGH,Asia/Riyadh,AD-11,SEA_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104202,2026-07-26 00:15:00,2026-07-30 07:32:00,103.28333333333333,HIGH,Asia/Riyadh,AD-04,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101085,2026-06-11 04:07:00,2026-06-15 11:21:00,103.23333333333333,HIGH,Asia/Dubai,AD-08,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100902,2026-06-26 08:06:00,2026-06-30 15:20:00,103.23333333333333,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100410,2026-06-24 16:36:00,2026-06-28 23:43:00,103.11666666666666,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104182,2026-06-13 05:52:00,2026-06-17 12:54:00,103.03333333333333,HIGH,Asia/Riyadh,AD-09,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100586,2026-07-24 15:14:00,2026-07-28 22:10:00,102.93333333333334,HIGH,America/New_York,AD-05,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101214,2026-06-09 09:22:00,2026-06-13 16:15:00,102.88333333333334,HIGH,Europe/London,AD-09,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103314,2026-07-29 11:15:00,2026-08-02 18:05:00,102.83333333333333,HIGH,Europe/London,AD-07,IST_SHIFT,1,Y,N,N,Attempt to reschedule demo within 48h or escalate
L100312,2026-07-12 06:03:00,2026-07-16 12:50:00,102.78333333333333,HIGH,Australia/Sydney,AD-08,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L102581,2026-06-06 05:15:00,2026-06-10 11:57:00,102.7,HIGH,Australia/Sydney,AD-06,IST_SHIFT,3,Y,N,N,Attempt to reschedule demo within 48h or escalate
L104015,2026-07-18 12:40:00,2026-07-22 19:21:00,102.68333333333334,HIGH,America/New_York,AD-09,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L101250,2026-07-12 08:32:00,2026-07-16 15:05:00,102.55,HIGH,Europe/London,AD-12,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100078,2026-07-29 12:24:00,2026-08-02 18:55:00,102.51666666666667,HIGH,Asia/Kolkata,AD-02,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104047,2026-06-14 10:41:00,2026-06-18 17:09:00,102.46666666666667,HIGH,Asia/Dubai,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103897,2026-07-29 02:36:00,2026-08-02 09:04:00,102.46666666666667,HIGH,America/New_York,AD-07,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L104394,2026-07-04 00:57:00,2026-07-08 07:21:00,102.4,HIGH,Asia/Ho_Chi_Minh,AD-03,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L101829,2026-07-30 18:55:00,2026-08-04 01:19:00,102.4,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103326,2026-07-19 01:56:00,2026-07-23 08:19:00,102.38333333333334,HIGH,Asia/Dubai,AD-03,US_SHIFT,5,Y,N,N,Attempt to reschedule demo within 48h or escalate
L102995,2026-07-05 05:44:00,2026-07-09 11:57:00,102.21666666666667,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100891,2026-07-16 00:29:00,2026-07-20 06:37:00,102.13333333333334,HIGH,Asia/Kolkata,AD-05,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102461,2026-07-18 17:22:00,2026-07-22 23:29:00,102.11666666666666,HIGH,America/New_York,AD-07,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L102787,2026-06-01 10:16:00,2026-06-05 16:23:00,102.11666666666666,HIGH,America/New_York,AD-08,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100112,2026-07-12 09:06:00,2026-07-16 15:08:00,102.03333333333333,HIGH,Asia/Dubai,AD-10,SEA_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104628,2026-07-15 16:41:00,2026-07-19 22:42:00,102.01666666666667,HIGH,America/New_York,AD-03,US_SHIFT,8,N,N,N,Attempt to reschedule demo within 48h or escalate
L104018,2026-06-19 00:28:00,2026-06-23 06:25:00,101.95,HIGH,America/New_York,AD-08,IST_SHIFT,6,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102885,2026-07-12 06:43:00,2026-07-16 12:33:00,101.83333333333333,HIGH,Asia/Singapore,AD-06,IST_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102889,2026-06-15 21:31:00,2026-06-20 03:20:00,101.81666666666666,HIGH,Asia/Riyadh,AD-01,US_SHIFT,4,Y,N,N,Attempt to reschedule demo within 48h or escalate
L100232,2026-07-31 15:56:00,2026-08-04 21:34:00,101.63333333333334,HIGH,America/New_York,AD-02,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104116,2026-06-27 13:16:00,2026-07-01 18:48:00,101.53333333333333,HIGH,Asia/Dubai,AD-11,SEA_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100622,2026-07-18 23:29:00,2026-07-23 04:55:00,101.43333333333334,HIGH,America/New_York,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100039,2026-07-27 11:45:00,2026-07-31 17:11:00,101.43333333333334,HIGH,America/New_York,AD-02,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103594,2026-06-15 05:02:00,2026-06-19 10:27:00,101.41666666666667,HIGH,Europe/London,AD-03,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102828,2026-07-02 13:13:00,2026-07-06 18:33:00,101.33333333333333,HIGH,Asia/Singapore,AD-05,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100618,2026-06-19 09:03:00,2026-06-23 14:16:00,101.21666666666667,HIGH,America/New_York,AD-11,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101895,2026-06-03 08:17:00,2026-06-07 13:29:00,101.2,HIGH,Europe/London,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101775,2026-06-23 22:08:00,2026-06-28 03:12:00,101.06666666666666,HIGH,America/New_York,AD-10,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100763,2026-06-04 16:44:00,2026-06-08 21:46:00,101.03333333333333,HIGH,Europe/London,AD-10,SEA_SHIFT,6,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103108,2026-07-10 00:52:00,2026-07-14 05:51:00,100.98333333333333,HIGH,America/New_York,AD-05,IST_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100942,2026-07-11 19:45:00,2026-07-16 00:43:00,100.96666666666667,HIGH,America/New_York,AD-04,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101946,2026-06-17 18:49:00,2026-06-21 23:38:00,100.81666666666666,HIGH,Australia/Sydney,AD-12,US_SHIFT,4,Y,N,N,Attempt to reschedule demo within 48h or escalate
L101833,2026-06-11 18:05:00,2026-06-15 22:54:00,100.81666666666666,HIGH,Europe/London,AD-09,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100496,2026-06-19 01:32:00,2026-06-23 06:14:00,100.7,HIGH,Asia/Riyadh,AD-08,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101030,2026-07-11 07:14:00,2026-07-15 11:53:00,100.65,HIGH,Australia/Sydney,AD-06,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103035,2026-06-16 12:42:00,2026-06-20 17:20:00,100.63333333333334,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100702,2026-07-03 05:40:00,2026-07-07 10:05:00,100.41666666666667,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L101999,2026-06-30 07:20:00,2026-07-04 11:37:00,100.28333333333333,HIGH,Europe/London,AD-11,SEA_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L104765,2026-07-22 01:22:00,2026-07-26 05:31:00,100.15,HIGH,Asia/Ho_Chi_Minh,AD-04,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101982,2026-06-04 17:44:00,2026-06-08 21:47:00,100.05,HIGH,Australia/Sydney,AD-04,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101901,2026-07-29 14:52:00,2026-08-02 18:50:00,99.96666666666667,HIGH,Asia/Riyadh,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102706,2026-07-06 23:04:00,2026-07-11 02:58:00,99.9,HIGH,Asia/Dubai,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L104222,2026-06-12 16:26:00,2026-06-16 20:19:00,99.88333333333334,HIGH,America/New_York,AD-09,IST_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103094,2026-06-14 08:26:00,2026-06-18 12:12:00,99.76666666666667,HIGH,Asia/Kolkata,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102045,2026-06-14 19:55:00,2026-06-18 23:35:00,99.66666666666667,HIGH,Europe/London,AD-04,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L100719,2026-06-26 01:26:00,2026-06-30 05:00:00,99.56666666666666,HIGH,Asia/Riyadh,AD-06,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100832,2026-06-10 03:04:00,2026-06-14 06:35:00,99.51666666666667,HIGH,Europe/London,AD-02,US_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L100976,2026-06-02 22:39:00,2026-06-07 02:01:00,99.36666666666666,HIGH,Europe/London,AD-10,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101070,2026-06-06 19:00:00,2026-06-10 22:21:00,99.35,HIGH,Europe/London,AD-07,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100836,2026-06-28 22:16:00,2026-07-03 01:36:00,99.33333333333333,HIGH,Australia/Sydney,AD-08,IST_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101572,2026-06-23 16:13:00,2026-06-27 19:32:00,99.31666666666666,HIGH,America/New_York,AD-08,IST_SHIFT,2,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L104511,2026-06-06 10:25:00,2026-06-10 13:37:00,99.2,HIGH,Asia/Kolkata,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103160,2026-07-15 16:26:00,2026-07-19 19:37:00,99.18333333333334,HIGH,Asia/Riyadh,AD-01,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102928,2026-07-11 05:38:00,2026-07-15 08:26:00,98.8,HIGH,Australia/Sydney,AD-04,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L103470,2026-06-19 23:26:00,2026-06-24 02:07:00,98.68333333333334,HIGH,Asia/Riyadh,AD-10,SEA_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102085,2026-07-05 17:09:00,2026-07-09 19:42:00,98.55,HIGH,Asia/Kolkata,AD-11,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104226,2026-07-19 03:25:00,2026-07-23 05:57:00,98.53333333333333,HIGH,Asia/Dubai,AD-02,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104054,2026-06-23 22:48:00,2026-06-28 01:13:00,98.41666666666667,HIGH,Asia/Ho_Chi_Minh,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101022,2026-07-14 10:38:00,2026-07-18 13:03:00,98.41666666666667,HIGH,Australia/Sydney,AD-01,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L103803,2026-07-14 12:33:00,2026-07-18 14:55:00,98.36666666666666,HIGH,Asia/Kolkata,AD-07,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101531,2026-06-11 20:51:00,2026-06-15 23:12:00,98.35,HIGH,America/New_York,AD-07,IST_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104988,2026-07-07 16:25:00,2026-07-11 18:40:00,98.25,HIGH,America/New_York,AD-10,SEA_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100385,2026-07-03 14:45:00,2026-07-07 16:54:00,98.15,HIGH,America/New_York,AD-11,SEA_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L103439,2026-07-11 05:06:00,2026-07-15 07:13:00,98.11666666666666,HIGH,Europe/London,AD-05,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103989,2026-06-08 23:18:00,2026-06-13 00:49:00,97.51666666666667,HIGH,Europe/London,AD-02,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102667,2026-07-31 20:38:00,2026-08-04 22:06:00,97.46666666666667,HIGH,Australia/Sydney,AD-09,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101651,2026-06-12 08:29:00,2026-06-16 09:40:00,97.18333333333334,HIGH,America/New_York,AD-11,SEA_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103663,2026-07-20 13:34:00,2026-07-24 14:43:00,97.15,HIGH,Australia/Sydney,AD-09,IST_SHIFT,5,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100992,2026-06-21 01:48:00,2026-06-25 02:53:00,97.08333333333333,HIGH,Asia/Kolkata,AD-02,US_SHIFT,8,N,N,N,Attempt to reschedule demo within 48h or escalate
L100309,2026-07-19 22:48:00,2026-07-23 23:53:00,97.08333333333333,HIGH,Asia/Ho_Chi_Minh,AD-02,US_SHIFT,4,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102168,2026-06-27 13:49:00,2026-07-01 14:45:00,96.93333333333334,HIGH,America/New_York,AD-03,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L103666,2026-06-14 22:04:00,2026-06-18 22:55:00,96.85,HIGH,Asia/Dubai,AD-07,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100968,2026-07-29 23:53:00,2026-08-03 00:42:00,96.81666666666666,HIGH,America/New_York,AD-12,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101906,2026-06-14 13:30:00,2026-06-18 14:17:00,96.78333333333333,HIGH,Asia/Dubai,AD-07,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104584,2026-06-22 10:26:00,2026-06-26 11:09:00,96.71666666666667,HIGH,America/New_York,AD-08,IST_SHIFT,0,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100973,2026-06-30 00:57:00,2026-07-04 01:28:00,96.51666666666667,HIGH,Asia/Singapore,AD-04,US_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100856,2026-07-19 23:31:00,2026-07-23 23:58:00,96.45,HIGH,Asia/Kolkata,AD-05,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L102921,2026-06-28 03:24:00,2026-07-02 03:50:00,96.43333333333334,HIGH,Asia/Riyadh,AD-03,US_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100451,2026-06-12 07:09:00,2026-06-16 07:31:00,96.36666666666666,HIGH,Asia/Kolkata,AD-12,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100316,2026-06-12 18:48:00,2026-06-16 19:10:00,96.36666666666666,HIGH,Asia/Kolkata,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L102470,2026-06-01 11:52:00,2026-06-05 12:13:00,96.35,HIGH,America/New_York,AD-05,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100818,2026-06-27 10:08:00,2026-07-01 10:29:00,96.35,HIGH,America/New_York,AD-01,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100668,2026-07-31 07:32:00,2026-08-04 07:48:00,96.26666666666667,HIGH,America/New_York,AD-10,SEA_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102842,2026-06-06 17:42:00,2026-06-10 17:57:00,96.25,HIGH,America/New_York,AD-03,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L100580,2026-07-29 02:12:00,2026-08-02 02:18:00,96.1,HIGH,Asia/Kolkata,AD-01,US_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L104871,2026-07-13 18:46:00,2026-07-17 18:51:00,96.08333333333333,HIGH,Asia/Kolkata,AD-07,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L100398,2026-07-02 03:13:00,2026-07-06 03:15:00,96.03333333333333,HIGH,Asia/Dubai,AD-01,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104793,2026-06-28 07:52:00,2026-07-02 07:51:00,95.98333333333333,HIGH,America/New_York,AD-03,US_SHIFT,2,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100297,2026-07-10 20:37:00,2026-07-14 20:29:00,95.86666666666666,HIGH,Australia/Sydney,AD-06,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103423,2026-06-28 03:27:00,2026-07-02 03:14:00,95.78333333333333,HIGH,Asia/Kolkata,AD-03,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L100916,2026-07-24 10:06:00,2026-07-28 09:52:00,95.76666666666667,HIGH,America/New_York,AD-11,SEA_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L101308,2026-07-07 12:11:00,2026-07-11 11:50:00,95.65,HIGH,America/New_York,AD-06,IST_SHIFT,0,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102408,2026-07-28 18:34:00,2026-08-01 18:12:00,95.63333333333334,HIGH,Asia/Ho_Chi_Minh,AD-06,IST_SHIFT,4,Y,N,N,Attempt to reschedule demo within 48h or escalate
L104232,2026-06-27 22:56:00,2026-07-01 22:31:00,95.58333333333333,HIGH,Asia/Ho_Chi_Minh,AD-01,US_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102050,2026-06-05 19:11:00,2026-06-09 18:42:00,95.51666666666667,HIGH,America/New_York,AD-10,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L103040,2026-06-19 14:28:00,2026-06-23 13:54:00,95.43333333333334,HIGH,America/New_York,AD-02,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L101297,2026-07-29 04:25:00,2026-08-02 03:50:00,95.41666666666667,HIGH,America/New_York,AD-03,US_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101916,2026-07-24 20:13:00,2026-07-28 19:36:00,95.38333333333334,HIGH,Australia/Sydney,AD-06,IST_SHIFT,4,N,N,N,Attempt to reschedule demo within 48h or escalate
L103848,2026-06-27 17:17:00,2026-07-01 16:30:00,95.21666666666667,HIGH,Australia/Sydney,AD-03,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L101216,2026-07-28 07:17:00,2026-08-01 06:22:00,95.08333333333333,HIGH,Europe/London,AD-07,IST_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L102880,2026-07-21 06:39:00,2026-07-25 05:36:00,94.95,HIGH,Asia/Kolkata,AD-07,IST_SHIFT,3,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L100437,2026-07-17 23:48:00,2026-07-21 22:44:00,94.93333333333334,HIGH,Asia/Dubai,AD-02,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L100687,2026-07-17 22:06:00,2026-07-21 21:01:00,94.91666666666667,HIGH,Asia/Riyadh,AD-10,SEA_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104521,2026-07-27 22:36:00,2026-07-31 21:29:00,94.88333333333334,HIGH,Asia/Ho_Chi_Minh,AD-08,IST_SHIFT,4,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L102026,2026-07-08 22:06:00,2026-07-12 20:48:00,94.7,HIGH,America/New_York,AD-05,IST_SHIFT,1,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L104349,2026-07-02 15:26:00,2026-07-06 14:08:00,94.7,HIGH,Europe/London,AD-04,US_SHIFT,5,N,N,N,Attempt to reschedule demo within 48h or escalate
L103235,2026-06-25 02:15:00,2026-06-29 00:53:00,94.63333333333334,HIGH,Europe/London,AD-05,IST_SHIFT,6,N,N,N,Attempt to reschedule demo within 48h or escalate
L100129,2026-06-10 09:35:00,2026-06-14 08:11:00,94.6,HIGH,America/New_York,AD-04,US_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L102729,2026-07-22 02:24:00,2026-07-26 00:58:00,94.56666666666666,HIGH,Europe/London,AD-08,IST_SHIFT,0,N,N,N,Attempt to reschedule demo within 48h or escalate
L101161,2026-06-08 12:33:00,2026-06-12 11:07:00,94.56666666666666,HIGH,Asia/Kolkata,AD-08,IST_SHIFT,5,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L101037,2026-07-12 14:59:00,2026-07-16 13:31:00,94.53333333333333,HIGH,Europe/London,AD-06,IST_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L104736,2026-06-24 11:12:00,2026-06-28 09:40:00,94.46666666666667,HIGH,Asia/Singapore,AD-04,US_SHIFT,2,N,N,N,Attempt to reschedule demo within 48h or escalate
L103826,2026-07-20 08:44:00,2026-07-24 07:10:00,94.43333333333334,HIGH,Asia/Riyadh,AD-05,IST_SHIFT,3,Y,Y,Y,Attempt to reschedule demo within 48h or escalate
L100355,2026-06-16 23:46:00,2026-06-20 22:06:00,94.33333333333333,HIGH,Europe/London,AD-05,IST_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
L102600,2026-07-04 02:32:00,2026-07-08 00:51:00,94.31666666666666,HIGH,Asia/Riyadh,AD-03,US_SHIFT,3,N,N,N,Attempt to reschedule demo within 48h or escalate
L100407,2026-07-13 02:55:00,2026-07-17 01:03:00,94.13333333333334,HIGH,America/New_York,AD-11,SEA_SHIFT,1,Y,Y,N,Attempt to reschedule demo within 48h or escalate
L103669,2026-07-10 19:25:00,2026-07-14 17:32:00,94.11666666666666,HIGH,America/New_York,AD-02,US_SHIFT,1,N,N,N,Attempt to reschedule demo within 48h or escalate
